,gdasCont,kor,kor_num,keyword,gdasScrVal,mbrNo,goodsNm
5527,이 핸드크림 쓸 때마다 친구들이 핸드크림 뭐냐고 엄청 물어봐요  보습력이랑 끈적거림은 조금 아쉽지만 향에서 대만족  ,이 핸드크림 쓸 때마다 친구들이 핸드크림 뭐냐고 엄청 물어봐요  보습력이랑 끈적거림은 조금 아쉽지만 향에서 대만족  ,5.0,핸드 크림 친구 만족 보습,10.0,M0000012787049,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5528,친구가 쓰는거보고 자몽향 샀는데 너무 향이 상쾌한게 좋아요   완전 제취향입니다ㅠㅠ 다쓰면 재구매각이에요 ,친구가 쓰는거보고 자몽향 샀는데 너무 향이 상쾌한게 좋아요   완전 제취향입니다ㅠㅠ 다쓰면 재구매각이에요 ,5.0,취향 재구 매각 친구 자몽,8.0,M0000021411700,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5529,보습력 진짜 좋고 바르고 난 뒤에 금방 흡수되고 촉촉함이 오래 유지되어서 좋아요   그리고 향도 포근하고 차분한 향이라 너무 좋습니다,보습력 진짜 좋고 바르고 난 뒤에 금방 흡수되고 촉촉함이 오래 유지되어서 좋아요   그리고 향도 포근하고 차분한 향이라 너무 좋습니다,3.0,흡수 유지 보습,10.0,M0000020093650,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5530,향이 좋아요  잔향도 오래가고 처음맡았을때 바로 반해버린 향이에요 ,향이 좋아요  잔향도 오래가고 처음맡았을때 바로 반해버린 향이에요 ,1.0,잔향,10.0,M0000016054046,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5531,일단 향기가 너무 좋아요   향수처럼 오랫동안 향이 지속되어서 향수 대용으로 사용하기에도 너무 좋습니당,일단 향기가 너무 좋아요   향수처럼 오랫동안 향이 지속되어서 향수 대용으로 사용하기에도 너무 좋습니당,6.0,향기 향수 사용 오랫동안 대용 지속,10.0,M0000011436660,"C07"""
5532,생각보다 향이 안맞았나봐요  약간 멀미나는 향이라 아주 소량씩 사용중이에요 ,생각보다 향이 안맞았나봐요  약간 멀미나는 향이라 아주 소량씩 사용중이에요 ,4.0,소량 사용 멀미 생각,10.0,M0000004450264,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5533,향이 너무 좋아서 핸드크림 구매 후에 바디미스트까지 구매했어요  끈적임없구 딱 쓰기좋은 핸드크림이에요,향이 너무 좋아서 핸드크림 구매 후에 바디미스트까지 구매했어요  끈적임없구 딱 쓰기좋은 핸드크림이에요,4.0,핸드 크림 구매 바디미스트,10.0,M0000013091675,스카이보틀 비바라핑크 퍼퓸 핸드크림 50ml
5534,끈적임 없고 촉촉해요  향도 너무 마음에 들고 디자인도 예쁜 것 같아요,끈적임 없고 촉촉해요  향도 너무 마음에 들고 디자인도 예쁜 것 같아요,2.0,디자인 마음,10.0,M0000012600203,C09
5535,휴대성도 좋고 무엇보다 향이좋아서 한벙 구매할때 비바핑크로 쟁겨놓고 있습키다,휴대성도 좋고 무엇보다 향이좋아서 한벙 구매할때 비바핑크로 쟁겨놓고 있습키다,7.0,비바 핑크 있습키 쟁겨 구매 한벙 휴대,10.0,M0000019090310,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5536,끈적이지고 않고 향도 싼티안나서 좋아요 근데 잃어버렸어요 슬프네요,끈적이지고 않고 향도 싼티안나서 좋아요 근데 잃어버렸어요 슬프네요,0.0,,10.0,M0000021201903,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5537,보습은잘모르겠으나 향은좋아요 계속 킁킁거리면서 맡게되네요,보습은잘모르겠으나 향은좋아요 계속 킁킁거리면서 맡게되네요,1.0,보습,8.0,M0000003300306,스카이보틀 화이트레인 퍼퓸 핸드크림 50ml
5538,완전 무화과 향이랑 똑같아요 촉촉함은 평균인것같아요 필로시코스 좋아하시는 분들께 추천드립니당,완전 무화과 향이랑 똑같아요 촉촉함은 평균인것같아요 필로시코스 좋아하시는 분들께 추천드립니당,4.0,평균 코스 무화과 추천,10.0,M0000016649573,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5539,향은 아주 만족스러워서 다 썼는데 바르고 나면 끈적임이 좀 심한거 같아용,향은 아주 만족스러워서 다 썼는데 바르고 나면 끈적임이 좀 심한거 같아용,1.0,만족,10.0,M0000017519128,C06
5540,핸드크림 굿잡 친구 추천으로 구매해봤어용 좋은 것 같아요  ,핸드크림 굿잡 친구 추천으로 구매해봤어용 좋은 것 같아요  ,5.0,구매 추천 친구 핸드 크림,10.0,M0000011884542,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5541,무난하게 썼어용 수분감이 많아서 잘 마르구요 지속력이 긴 것 같진 않아용,무난하게 썼어용 수분감이 많아서 잘 마르구요 지속력이 긴 것 같진 않아용,2.0,수분 지속,8.0,M0000003533056,C02
5542,향 맡고 반해서 제 돈으로 첨 구매한 핸드크림이예요   근데 발림성도 좋고 또 구매의향 있어요,향 맡고 반해서 제 돈으로 첨 구매한 핸드크림이예요   근데 발림성도 좋고 또 구매의향 있어요,4.0,핸드 크림 구매 발림,10.0,M0000011571922,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5543,향은좋은데  살짝  보습감이  부족하다느꼈어요  풍부한보습감을원한다면  조금비추천합니다 그러나 향은 너무너무좋아요 ,향은좋은데  살짝  보습감이  부족하다느꼈어요  풍부한보습감을원한다면  조금비추천합니다 그러나 향은 너무너무좋아요 ,3.0,보습 추천 부족,10.0,M0000003635305,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5544,가격대비 아주 만족스러워요  보습감도 좋고 끈적임도 없고 향도 너무 좋아요 ,가격대비 아주 만족스러워요  보습감도 좋고 끈적임도 없고 향도 너무 좋아요 ,4.0,만족 보습 가격 대비,10.0,M0000011598978,C05
5545,풀 향이랑 코코넛 향이 강해요 풀 향이 특히 맘에 넘넘 들었어용 끈적임도 없구 최고 짱짱,풀 향이랑 코코넛 향이 강해요 풀 향이 특히 맘에 넘넘 들었어용 끈적임도 없구 최고 짱짱,3.0,짱짱 최고 코코넛,10.0,M0000020014026,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5546,가방에 넣어두고 사용하다가 남친이 향 좋다고 하길래 선물해줬어요  차에 두고 다니면서 자주 사용한다고 하네요 ,가방에 넣어두고 사용하다가 남친이 향 좋다고 하길래 선물해줬어요  차에 두고 다니면서 자주 사용한다고 하네요 ,4.0,선물 사용 가방 남친,10.0,M0000010292637,C05
5547,개인차이일수도 있지만 핸드크림을 제 돈 주고 처음 사봤는데 냄새도 좋고 친구들고 좋은냄새 난다고 했어요 보습도 나쁘지 않았고요  ,개인차이일수도 있지만 핸드크림을 제 돈 주고 처음 사봤는데 냄새도 좋고 친구들고 좋은냄새 난다고 했어요 보습도 나쁘지 않았고요  ,8.0,냄새 핸드 크림 친구 보습 개인 차이 처음,10.0,M0000020484733,C05
5548,너무 좋아요  처음엔 달짝찌근한 향이 나다가 바르다 보면 끝엔 쌉싸름한 향이 나서 좋아요 ,너무 좋아요  처음엔 달짝찌근한 향이 나다가 바르다 보면 끝엔 쌉싸름한 향이 나서 좋아요 ,3.0,쌉싸름 처음 달짝찌,10.0,M0000019915398,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5549,무화가 개개개 좋음  제가 원래 향 있는 거 사용하면 멀미하는데 이건 멀미를 안해서 너무 좋아요 ,무화가 개개개 좋음  제가 원래 향 있는 거 사용하면 멀미하는데 이건 멀미를 안해서 너무 좋아요 ,4.0,멀미 사용 개개 무화,10.0,M0000019915398,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5550,향이 너무 좋고 발림성도 너무 좋아요 인기가 많은 이유가 있네요,향이 너무 좋고 발림성도 너무 좋아요 인기가 많은 이유가 있네요,3.0,인기 이유 발림,10.0,M0000018112307,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5551,첨엔 별로라 생각해서 안 샀는데 나중에 가서 다시 맡으니까 좋아서 샀음 주변도 다 좋다 함 근데 그냥 좋은 미용실 에센스 냄새라고 보면 될 듯,첨엔 별로라 생각해서 안 샀는데 나중에 가서 다시 맡으니까 좋아서 샀음 주변도 다 좋다 함 근데 그냥 좋은 미용실 에센스 냄새라고 보면 될 듯,6.0,냄새 생각 나중 미용실 주변 에센스,10.0,M0000016585117,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5552,향기 너무 좋아서 주변에 선물도 했어용 근데 모델이 이용진인 건 처음 알았네용 ㅋㅋㅋ,향기 너무 좋아서 주변에 선물도 했어용 근데 모델이 이용진인 건 처음 알았네용 ㅋㅋㅋ,6.0,주변 모델 처음 이용진 선물 향기,10.0,M0000013558504,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5553,선물용으로 샀는데 받은 지인이 너무 좋아했습니다 향도 좋고 보습력도 좋다고 합니다,선물용으로 샀는데 받은 지인이 너무 좋아했습니다 향도 좋고 보습력도 좋다고 합니다,3.0,선물 지인 보습,10.0,M0000002457808,C06
5554,향이 너무 좋아서 구매했어용   너무 좋은 것 같아요 다 쓰고 다른 향도 살게요,향이 너무 좋아서 구매했어용   너무 좋은 것 같아요 다 쓰고 다른 향도 살게요,1.0,구매,10.0,M0000020372494,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5555,스카이보틀 쓴 뒤로 다른 핸드크림은 사용을 화이트레인은 정말 명품향수같은 향이에요 사이즈도 적당해서 항상 후대하고 편리하고요 핸드크림만발라도 향수뭐쓰냐는 질문을 많이 받았어요,스카이보틀 쓴 뒤로 다른 핸드크림은 사용을 화이트레인은 정말 명품향수같은 향이에요 사이즈도 적당해서 항상 후대하고 편리하고요 핸드크림만발라도 향수뭐쓰냐는 질문을 많이 받았어요,14.0,핸드 크림 향수뭐쓰냐 편리 사이즈 사용 스카이 보트 명품 향수 질문 화이 트레인 후대,10.0,M0000011360559,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5556,향이 너무 좋아서 자꾸 손이가는 제품입니다  시향해보시면 안살 수가 없어요,향이 너무 좋아서 자꾸 손이가는 제품입니다  시향해보시면 안살 수가 없어요,2.0,시향 제품,10.0,M0000017239430,C06
5557,무화과 향을 굉장히 잘 표현했습니다  무화과 처돌이인 저에게는 너무 애정템이에요  이거 바르고 향 좋다는 소리 꽤 들었습니다    만     쫀쫀한 제형에 비해 보습감이 조금 아쉬워요  스며드는 건 잘 스며드는데 보습 유지력이 아쉬운 편입니다   그래도 향이 좋아 재구매 의사 200 ,무화과 향을 굉장히 잘 표현했습니다  무화과 처돌이인 저에게는 너무 애정템이에요  이거 바르고 향 좋다는 소리 꽤 들었습니다    만     쫀쫀한 제형에 비해 보습감이 조금 아쉬워요  스며드는 건 잘 스며드는데 보습 유지력이 아쉬운 편입니다   그래도 향이 좋아 재구매 의사 200 ,11.0,보습 쫀쫀 애정템 표현 소리 무화과 처돌 유지 제형 구매 의사,10.0,M0000012979934,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5558,처음엔 보습 별로라고 생각했는데 쓰다보니까 적당하고 좋네요 향은 진짜 좋아요 재구매했습니다   ,처음엔 보습 별로라고 생각했는데 쓰다보니까 적당하고 좋네요 향은 진짜 좋아요 재구매했습니다   ,4.0,구매 생각 처음 보습,10.0,M0000011920420,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5559,사실 추천템으로 믾이들 소개하길래 샀지만 향이 처음에는 너무 센 경향이 있었으나 점점 갈 수록 떠오르는  잔향이 너무너무 좋아요오      그래서 사실 핸드크림용으로도 쓰지만 향수용으로도 쓴다는점  향도 호불호는 갈릴 수있겠다는점 ,사실 추천템으로 믾이들 소개하길래 샀지만 향이 처음에는 너무 센 경향이 있었으나 점점 갈 수록 떠오르는  잔향이 너무너무 좋아요오      그래서 사실 핸드크림용으로도 쓰지만 향수용으로도 쓴다는점  향도 호불호는 갈릴 수있겠다는점 ,11.0,향수 핸드 크림 수록 경향 잔향 추천 처음 호불호 믾이 소개,8.0,M0000021347970,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5560,3통째 쓰고 있는 핸드크림이에요  향 때문에 사기 시작했는데 보습력도 괜찮고 끈적임이 없어서 좋아요   아쉬운점은 핸드크림 케이스가 쫌 더 사용하기 편하게 바뀌었음 좋겠는점  ,3통째 쓰고 있는 핸드크림이에요  향 때문에 사기 시작했는데 보습력도 괜찮고 끈적임이 없어서 좋아요   아쉬운점은 핸드크림 케이스가 쫌 더 사용하기 편하게 바뀌었음 좋겠는점  ,7.0,핸드 크림 보습 시작 케이스 사용 사기,8.0,M0000002600004,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5561,촉촉하고 조았어요  저는 향이 조아야하는데 것도맘에들었어요,촉촉하고 조았어요  저는 향이 조아야하는데 것도맘에들었어요,2.0,조았어요 조아야,10.0,M0000012189167,스카이보틀 스태리나이트 퍼퓸 핸드크림 50ml
5562,보습은 완전 좋아요 향도 딱 머스크향 인데 좀 쎄서 약간 머리 아플수도 잇음,보습은 완전 좋아요 향도 딱 머스크향 인데 좀 쎄서 약간 머리 아플수도 잇음,4.0,쎄서 보습 머스크 머리,10.0,M0000020706981,"C13"""
5563,처음 발랐을 땐 향이 쎄다고 느낄 수 있는데 시간이 지나면 향이 날라가면서 생기는 잔향이 쎄지 않고 은은한 향이 돼서 좋아요 보습도 엄청 좋진 않지만 적당히 좋아요  중상정도의 보습감을 갖고 있고 향도 은근 오래 가서 좋습니다 ,처음 발랐을 땐 향이 쎄다고 느낄 수 있는데 시간이 지나면 향이 날라가면서 생기는 잔향이 쎄지 않고 은은한 향이 돼서 좋아요 보습도 엄청 좋진 않지만 적당히 좋아요  중상정도의 보습감을 갖고 있고 향도 은근 오래 가서 좋습니다 ,7.0,보습 잔향 처음 중상 정도 시간 은근,10.0,M0000019999053,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5564,향이 너무 좋아서 계속 바르고 싶어요  케이스   가 살짝 뜯어지는 게 아쉬워요 ,향이 너무 좋아서 계속 바르고 싶어요  케이스   가 살짝 뜯어지는 게 아쉬워요 ,1.0,케이스,10.0,M0000015908215,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5565,향이 너무너무너무 좋아서 계속 바르게 돼요  부드럽고 촉촉해요 ,향이 너무너무너무 좋아서 계속 바르게 돼요  부드럽고 촉촉해요 ,0.0,,10.0,M0000015908215,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5566,향이 너무 좋아요  부드러워서 좋은데 보습력이 엄청 좋은 편은 아닌 것 같아요 ,향이 너무 좋아요  부드러워서 좋은데 보습력이 엄청 좋은 편은 아닌 것 같아요 ,1.0,보습,10.0,M0000015908215,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5567,향 너무 좋고 촉촉해요 생무화과 향이라 너무 산뜻하고 좋아요 ,향 너무 좋고 촉촉해요 생무화과 향이라 너무 산뜻하고 좋아요 ,1.0,무화과,10.0,M0000017743391,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5568,지금 쓰고 있는 향수랑 향이 비슷해서 자주 쓰는데 한달 썼지만 불편한 건 없었어요,지금 쓰고 있는 향수랑 향이 비슷해서 자주 쓰는데 한달 썼지만 불편한 건 없었어요,2.0,향수 불편,8.0,M0000013488362,스카이보틀 퍼퓸 핸드크림 50ml 5종 택1
5569,솔직히 향이 너무 강해서 ㅠㅜ 머리가 쩜 어지럽네요    제가 많은 바른걸수도 있지만   너무 케이스가 쫌 뻑뻑하네요 ㅠㅠ,솔직히 향이 너무 강해서 ㅠㅜ 머리가 쩜 어지럽네요    제가 많은 바른걸수도 있지만   너무 케이스가 쫌 뻑뻑하네요 ㅠㅠ,2.0,케이스 머리,6.0,M0000015839603,C04
