mbrNo,goodsNm,gdasScrVal,dispRegDate
M0000011389300,[1+1기획]페리페라 잉크블랙카라,10.0,2023.03.02
M0000011389300,[1+1기획]페리페라 잉크블랙카라,10.0,2023.03.02
M0000010615687,[1+1기획]페리페라 잉크블랙카라,10.0,2023.03.02
M0000020797593,[1+1기획]페리페라 잉크블랙카라,10.0,2023.03.02
M0000010416599,[1+1기획]페리페라 잉크블랙카라,10.0,2023.03.02
M0000010290017,[1+1기획]페리페라 잉크블랙카라,10.0,2023.03.02
M0000011363829,[1+1기획]페리페라 잉크블랙카라,10.0,2023.03.02
M0000012452616,[1+1기획]페리페라 잉크블랙카라,8.0,2023.03.01
M0000016750517,[1+1기획]페리페라 잉크블랙카라,10.0,2023.03.01
M0000001467783,[1+1기획]페리페라 잉크블랙카라,10.0,2023.03.01
M0000004075565,[1+1기획]페리페라 잉크블랙카라,10.0,2023.03.01
M0000010412729,[1+1기획]페리페라 잉크블랙카라,10.0,2023.03.01
M0000012009140,[1+1기획]페리페라 잉크블랙카라,4.0,2023.03.01
M0000020386597,[1+1기획]페리페라 잉크블랙카라,8.0,2023.03.01
M0000011633224,[1+1기획]페리페라 잉크블랙카라,10.0,2023.03.01
M0000017596341,[1+1기획]페리페라 잉크블랙카라,10.0,2023.03.01
M0000004188430,[1+1기획]페리페라 잉크블랙카라,10.0,2023.03.01
M0000013714884,[1+1기획]페리페라 잉크블랙카라,10.0,2023.03.01
M0000014073588,[1+1기획]페리페라 잉크블랙카라,10.0,2023.03.01
M0000013306469,C07,10.0,0
M0000013123582,[1+1기획]페리페라 잉크블랙카라,8.0,2023.03.01
M0000003929033,[1+1기획]페리페라 잉크블랙카라,10.0,2023.03.01
M0000016458154,C05,10.0,"C12"""
M0000004366218,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.28
M0000018659520,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.28
M0000018303901,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.28
M0000021470430,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.28
M0000021596585,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.28
M0000012498897,[1+1기획]페리페라 잉크블랙카라,8.0,2023.02.28
M0000002934523,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.28
M0000020628947,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.28
M0000011743229,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.28
M0000010897492,C02,8.0,0
M0000003175320,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.27
M0000010134375,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.27
M0000010182689,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.27
M0000014273465,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.27
M0000020695635,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.27
M0000004476009,[1+1기획]페리페라 잉크블랙카라,6.0,2023.02.27
M0000018454495,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.27
M0000015803480,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.27
M0000019732989,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.27
M0000011982025,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.27
M0000002448359,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.27
M0000013225477,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.26
M0000010206789,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.26
M0000012345476,C03,10.0,jsyou****
M0000014406855,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.26
M0000010504465,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.26
M0000003872289,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.26
M0000018236505,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.26
M0000004689621,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.26
M0000011295254,C05,10.0,0
M0000004728646,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.25
M0000013573639,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.25
M0000011389300,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.25
M0000013099752,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.25
M0000018481915,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.25
M0000021665001,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.25
M0000019823884,[1+1기획]페리페라 잉크블랙카라,8.0,2023.02.25
M0000017867421,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.25
M0000004507030,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.25
M0000016690818,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.24
M0000016690818,[1+1기획]페리페라 잉크블랙카라,8.0,2023.02.24
M0000013564494,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.24
M0000015843996,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.24
M0000019575206,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.24
M0000021538239,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.23
M0000015884140,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.23
M0000013353465,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.23
M0000013920362,"C09""",10.0,N
M0000013203129,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.23
M0000018923782,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.23
M0000018607231,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.23
M0000020750852,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.22
M0000004160639,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.22
M0000018768884,[1+1기획]페리페라 잉크블랙카라,6.0,2023.02.22
M0000020656431,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.22
M0000000593691,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.22
M0000014144199,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.22
M0000004719831,C05,10.0,0
M0000013777163,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.21
M0000004135003,C05,10.0,0
M0000002218528,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.21
M0000018303457,[1+1기획]페리페라 잉크블랙카라,10.0,2023.02.20
M0000013065028,C04,10.0,0
M0000003710865,"C09""",8.0,N
M0000004041256,C08,2.0,0
M0000002334901,C05,10.0,안국건강 루테인 지아잔틴 미니 60캡슐 (2개월분)
M0000019907098,C05,10.0,ju****
M0000002186841,C02,6.0,0
M0000011950601,"C06""",10.0,N
M0000003787542,C03,10.0,0
M0000019745870,C06,10.0,0
M0000021398789,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.04.24
M0000003721656,C04,10.0,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml
M0000010695606,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.04.23
M0000003475266,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.04.20
M0000012254926,C04,8.0,0
M0000012196491,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.04.19
M0000010159791,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,8.0,2023.04.18
M0000002369554,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.04.17
M0000000682816,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.04.17
M0000018791398,C09,10.0,0
M0000021706592,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,8.0,2023.04.17
M0000021608267,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.04.16
M0000021608267,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.04.16
M0000012597955,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.04.16
M0000003318265,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.04.14
M0000020727821,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.04.14
M0000018490172,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.04.13
M0000021645865,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.04.13
M0000021645865,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.04.13
M0000010994844,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.04.13
M0000002473865,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.04.13
M0000001940786,C05,10.0,llwnf****
M0000000680346,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,8.0,2023.04.10
M0000018546873,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.04.10
M0000011604125,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.04.10
M0000010250014,C02,10.0,gjtnwls****
M0000010250014,C02,10.0,gjtnwls****
M0000012354569,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.04.09
M0000015398347,C06,10.0,lje****
M0000001497958,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,8.0,2023.04.08
M0000011042117,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.04.08
M0000016561864,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.04.07
M0000013245839,C02,10.0,C08
M0000003504828,C06,10.0,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml
M0000016814712,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.04.03
M0000003466137,C04,10.0,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml
M0000018533063,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,6.0,2023.04.02
M0000003812298,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.04.02
M0000010764076,C02,10.0,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트
M0000016757253,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.04.02
M0000017576418,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.04.01
M0000021095856,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.31
M0000010222066,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.31
M0000019704033,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.31
M0000018440779,"C08""",10.0,N
M0000004448731,C05,10.0,tkfkd****
M0000018510302,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.28
M0000003929589,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.28
M0000021925660,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.03.28
M0000017500276,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.27
M0000017731544,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.26
M0000020839875,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.25
M0000011322252,C02,10.0,0
M0000010194953,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.24
M0000013987431,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.24
M0000017810958,"C09""",10.0,N
M0000013523121,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,8.0,2023.03.22
M0000011016861,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.22
M0000001828320,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.21
M0000003877421,C02,10.0,C08
M0000004668106,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.03.19
M0000012591041,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,6.0,2023.03.19
M0000010151063,C02,10.0,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml
M0000000433433,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.03.18
M0000020903131,"C06""",10.0,N
M0000000433433,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.03.18
M0000003819951,C05,10.0,sl****
M0000019211688,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.17
M0000012378957,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.17
M0000001961687,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.17
M0000012809779,C04,10.0,"C10"""
M0000000375415,"C09""",10.0,N
M0000001540905,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,8.0,2023.03.14
M0000004133782,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.14
M0000011170433,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.03.14
M0000012062529,C02,10.0,"C09"""
M0000010244387,C09,6.0,0
M0000001455023,C05,4.0,"C11"""
M0000010559813,C02,10.0,cb****
M0000010503987,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.03.12
M0000021683433,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.12
M0000001940786,C05,10.0,llwnf****
M0000012811436,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,8.0,2023.03.11
M0000003986844,"C09""",10.0,N
M0000002453070,C06,10.0,0
M0000000446003,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.09
M0000011042117,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.09
M0000011829994,C05,8.0,bell****
M0000010695606,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.09
M0000003466137,C04,10.0,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트
M0000010033512,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,8.0,2023.03.08
M0000020014026,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.03.08
M0000018490172,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.07
M0000019329011,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.03.07
M0000002234684,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.07
M0000010875777,C02,10.0,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트
M0000004195447,C06,10.0,0
M0000003318265,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.06
M0000004377292,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.03.06
M0000012025718,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,8.0,2023.03.05
M0000015398347,C06,10.0,lje****
M0000011718912,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.05
M0000014719789,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.05
M0000012777360,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.05
M0000017040713,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.05
M0000001497958,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.05
M0000002909051,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,8.0,2023.03.05
M0000003164543,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.04
M0000018242126,C06,8.0,0
M0000016611978,C04,10.0,ysy****
M0000001625190,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.04
M0000010159791,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,8.0,2023.03.04
M0000004599874,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,8.0,2023.03.04
M0000012848036,C04,10.0,0
M0000010764076,C02,10.0,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트
M0000004175021,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.03.03
M0000010250014,C03,10.0,0
M0000014588871,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,8.0,2023.03.03
M0000011245358,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.02
M0000016561864,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.03.02
M0000010369405,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.03.02
M0000019605905,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.03.01
M0000016595175,C04,10.0,cjb****
M0000010875777,C02,10.0,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트
M0000003135371,C02,10.0,0
M0000021700063,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,8.0,2023.03.01
M0000017198046,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.03.01
M0000000680346,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.02.28
M0000019132952,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,10.0,2023.02.27
M0000000212691,C08,10.0,bandv****
M0000004644786,C05,10.0,0
M0000000181038,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,8.0,2023.02.26
M0000000878762,C03,10.0,"C11"""
M0000019249174,"C11""",8.0,N
M0000010503987,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.02.25
M0000001095568,"C08""",8.0,N
M0000010250014,C03,10.0,0
M0000013103327,라이아 모발코어강화 고영양 단백질크림 헤어 트리트먼트 200ml,10.0,2023.02.23
M0000019322869,C03,8.0,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트
M0000016768073,라이아 탈모증상완화 프로알테인 단백질 샴푸400ml+트리트먼트200ml 기획세트,8.0,2023.02.22
